loss,acc,time
2.701057554260502,0.14089171974522294,43.896021127700806
2.5619965525177437,0.1686624203821656,46.2212872505188
1.968560967018934,0.32203821656050957,44.22825026512146
1.640782777856036,0.4394904458598726,45.363895654678345
1.455717168687805,0.5194904458598726,46.856743812561035
1.373699574935727,0.5429299363057325,47.53718066215515
1.4505938761602573,0.5480254777070064,47.24383187294006
1.2349599253355972,0.6022929936305732,44.63674855232239
1.1747052713138302,0.6152866242038216,47.62793517112732
1.128266453742981,0.630828025477707,45.72419190406799
1.1136160914490862,0.6473885350318471,46.72180795669556
1.03008656966977,0.6662420382165605,46.93288969993591
1.0222051889915778,0.670828025477707,48.6074755191803
0.9571099923393591,0.6896815286624204,45.619035482406616
0.9276398858888363,0.6980891719745222,44.57555103302002
0.9452552587036195,0.6927388535031848,46.06631946563721
0.9196674471221319,0.7014012738853503,47.69263935089111
0.8942756029527362,0.7136305732484076,43.3991277217865
0.8702976616417489,0.7225477707006369,44.524800539016724
0.8548956744796862,0.7243312101910828,49.10210156440735
